"Item_Weight","Item_Fat_ContentLF","Item_Fat_Contentlow fat","Item_Fat_ContentLow Fat","Item_Fat_Contentreg","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
8.6,0,0,1,0,0,0.032615377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142.9154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10.3,0,0,0,0,1,0.024935297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0422,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.5,0,0,1,0,0,0.074345268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251.9724,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9.3,0,0,1,0,0,0.042283454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125.4388,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9.195,0,0,0,0,1,0.047387144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.8666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.68,0,0,1,0,0,0.152865879,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.9224,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.163148041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.6124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.1,0,0,1,0,0,0.02984176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144.4444,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11.6,1,0,0,0,0,0.038511676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.7272,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9.695,0,0,0,0,1,0.047622786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246.2144,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12,0,0,1,0,0,0.07554831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.9388,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
19,0,0,1,0,0,0.067447572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132.9626,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.38,0,0,1,0,0,0.03187163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179.5344,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.5,0,0,0,0,1,0.112638016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195.5478,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.056192276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1648,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.695,0,0,0,0,1,0.06797671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4988,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
19.2,0,0,0,0,1,0.142189843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,153.8314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
20.35,0,0,0,0,1,0.014813268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,234.9958,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.195,0,1,0,0,0,0.080442371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107.7622,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17.85,0,0,1,0,0,0.03781972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191.6188,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.092145264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.7098,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14.6,0,0,1,0,0,0.025702994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,199.9084,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10.195,0,0,0,0,1,0.012483408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,195.411,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17.85,0,0,1,0,0,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.005,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7.5,0,0,1,0,0,0.036204764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176.1028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.59,0,0,1,0,0,0.026238087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.6098,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10.895,0,0,1,0,0,0.137584599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262.2568,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.080741927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,220.8798,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14.6,0,0,1,0,0,0.059741172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.6976,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.214423791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.6544,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
9.6,0,0,1,0,0,0.051677051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,258.062,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,1,0,0,0.168455549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,211.0612,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10.3,0,0,0,0,1,0.053930934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189.053,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17,0,0,0,0,1,0.016055615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228.4352,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
8.645,0,0,1,0,0,0.021619564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.6982,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16,0,0,0,0,1,0.173027688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155.2972,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.155,0,0,0,0,1,0.095045476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213.456,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
13.85,0,0,0,0,1,0.025891588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165.121,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.205484395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.011,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
13.1,0,0,1,0,0,0.037793818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.8054,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.045002624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196.5084,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
11.8,0,0,1,0,0,0.054460571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.5,0,0,0,0,1,0.075736746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.5568,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14.15,0,0,1,0,0,0.014719325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196.911,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.066828857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.23653561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184.1924,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
20.7,0,0,1,0,0,0.04903471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.9506,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.2,0,0,1,0,0,0.035497039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216.7824,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
11.5,0,0,1,0,0,0.017638893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132.7626,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
21.25,0,0,1,0,0,0.01945343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.8756,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
14.1,0,0,1,0,0,0.11326743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5956,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9.395,0,0,0,0,1,0.109713464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.3112,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.053930934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130.531,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.895,0,0,0,0,1,0.094952408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.1332,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14,0,0,1,0,0,0.029026218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131.331,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5.365,0,0,0,0,1,0.140123575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.0764,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.35,0,0,1,0,0,0.03272295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165.7842,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.75,0,0,1,0,0,0.135836828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.5,0,0,1,0,0,0.036382524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177.9028,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14.8,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,189.3846,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7.07,0,0,1,0,0,0.094201018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115.8834,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
20.5,0,0,1,0,0,0.143506376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.719,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.133347119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193.0794,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
18,0,0,1,0,0,0.124428516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119.9124,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9.5,0,0,0,0,1,0.221856492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.8668,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
15,0,0,1,0,0,0.071312064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125.7362,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.1,0,0,0,0,1,0.022425236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226.3036,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11,0,0,0,0,1,0.133352623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219.7798,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
18.7,0,0,1,0,0,0.046079558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151.5682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,1,0,0,0,0,0.053930934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64.2168,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
15.15,0,0,0,0,1,0.066446521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147.976,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
14.1,0,0,1,0,0,0.066979957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196.7084,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8.42,0,0,1,0,0,0.187918654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65.4168,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.051924192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121.0072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.054806734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145.1444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8.27,0,0,1,0,0,0.018813601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237.988,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.094910421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5566,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
8.615,0,0,1,0,0,0.116722514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.4436,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,1,0,0,0.244338986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.9306,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
9.8,0,0,1,0,0,0.013863257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.106,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.021471456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131.0284,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109.1938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.65,0,0,0,0,1,0.026067434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.8302,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6.385,0,0,0,0,1,0.123710526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.1874,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20.5,0,0,1,0,0,0.119547387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9596,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16.85,0,0,0,0,1,0.079690403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113.4544,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
7.785,0,0,1,0,0,0.088691614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.851,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.104784329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150.4366,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,1,0,0,0,0,0.032024659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62.7194,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
10.8,0,0,1,0,0,0.041950753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190.0214,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15,0,0,0,0,1,0.091018048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.2904,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5.175,0,0,1,0,0,0.037398953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.2224,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11.6,0,0,1,0,0,0.017845372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179.0686,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6.775,0,0,1,0,0,0.105459307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.625,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9.31,0,0,1,0,0,0.038032068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.351,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15,0,0,1,0,0,0.064504433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.306,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.3,1,0,0,0,0,0.021306635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8124,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16,0,0,0,0,1,0.116063284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59.1246,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,1,0,0,0,0.059336763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212.1902,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6.48,0,0,1,0,0,0.034091649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146.2076,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.081955735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0838,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,0,0,1,0,0,0.088551694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,191.5504,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.5,0,0,1,0,0,0.071230537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.39,0,0,0,1,0,0.024185517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.7176,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17.7,0,0,0,1,0,0.041163522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8276,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.5,0,0,0,0,1,0.053930934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8592,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.053930934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248.8092,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
15.6,0,0,1,0,0,0.087719692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,218.5798,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10.65,0,0,1,0,0,0.048677482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.1526,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.35,0,0,1,0,0,0.041907648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.2216,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
6.035,0,0,0,0,1,0.065783783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.224,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6.155,0,0,0,0,1,0.094807042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213.356,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16.75,0,0,1,0,0,0.128778474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1856,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16.75,0,0,1,0,0,0.060668416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172.4106,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15.1,0,0,1,0,0,0.056067524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,139.8496,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
21.25,0,0,1,0,0,0.114066204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,233.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9.395,0,0,0,0,1,0.10039894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6856,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.6,0,0,1,0,0,0.097135675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.3856,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12.6,0,0,1,0,0,0.032610007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.4822,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.15,0,0,0,0,1,0.165616415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172.6764,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5.035,0,0,0,0,1,0.053930934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.2036,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.030362777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210.5244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.03409886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162.621,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,0,0,1,0,0,0.145951533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160.9552,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5.48,0,0,1,0,0,0.015138834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19.35,0,0,0,0,1,0.031069993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112.0544,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
9.195,0,0,1,0,0,0.115535487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.5246,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5.26,0,0,0,0,1,0.02454694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7068,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.067175915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6.235,0,0,1,0,0,0.118674359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261.691,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11.8,0,0,0,0,1,0.057421582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149.9366,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20.7,0,0,0,0,1,0.114022125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.9436,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
13.6,1,0,0,0,0,0.010033871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,177.937,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5.82,0,1,0,0,0,0.080765853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169.179,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7.76,0,0,1,0,0,0.05930285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.77,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18.35,0,0,1,0,0,0.041753387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187.6872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7.285,0,0,1,0,0,0.050065211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157.4288,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15.1,0,0,0,0,1,0.096020459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.7942,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
